Number of FVS nodes: 528
C1orf103	55791	0.326190214529102
ATF3	467	2.41768349814114
ID2	3398	0.0373429138489119
TSC22D1	8848	0.892321130240299
BRD7	29117	0.162932058866467
MYST2	11143	0.00333882316387957
PIAS4	51588	0.622046340073771
CDKN1A	1026	0.379540996318822
SETDB1	9869	0.426604701578386
HAP1	9001	2.03654265929995
CBX1	10951	0.52761123975727
GADD45G	10912	1.2291533900262
HMGB1	3146	0.0587377355797294
CDK7	1022	0.540555515114196
POU2F1	5451	0.233047042701067
RB1	5925	0.420913153952291
GTF2E2	2961	0.0562740315357129
E2F1	1869	2.45502846891165
POU5F1	5460	0.545717693831182
DYNLL1	8655	0.526820762922155
TK1	7083	3.03570896815359
SMN1	6606	0.358574469916671
ACTB	60	0.349938363580037
DYNC1I1	1780	1.65188769727962
PARD3	56288	0.647130570311347
EEF1A1	1915	0.714154520422543
HSPA8	3312	0.31377838143635
PAX6	5080	0.518127246123285
ZHX1	11244	0.593640934715262
VIM	7431	1.40272396504296
TUBA3C	7278	1.34023180794236
COPS4	51138	0.204800491260453
HDAC1	3065	0.476136731903091
ZFP36	7538	2.26683469311516
CREBBP	1387	0.195318177047557
SMARCA4	6597	0.91552839762187
NDEL1	81565	0.652998861109605
MED14	9282	0.325988282401973
TP53	7157	0.0206571697034352
CCDC85B	11007	0.435164874159941
MAP3K8	1326	1.36757814356086
GDF9	2661	0.471391463599184
MAPK8	5599	0.299900764826978
LMX1A	4009	2.24384639552406
CTBP1	1487	0.292909441484849
YWHAB	7529	0.31492261857082
MAPT	4137	0.262058337508245
ESR1	2099	0.368777890958054
BRCA1	672	0.779815617743484
YWHAG	7532	0.277257434974313
FYN	2534	1.03650222474379
SNCA	6622	2.12771021546774
SHC1	6464	0.222333175031217
CRK	1398	0.642455213313085
STAT1	6772	0.847679286606265
PLCG2	5336	1.16398143104509
GNB2L1	10399	0.361763595053427
PIK3R1	5295	1.72648738467875
TYK2	7297	0.30162622272284
CAV1	857	3.39257325285381
NEDD9	4739	1.6199465368344
VAV1	7409	0.265315878407385
ATXN1	6310	0.14618201312452
PIK3R2	5296	1.13590540665119
PTK2	5747	0.342747974091566
PRKCZ	5590	1.24253956082482
CASP3	836	0.607705615083074
UNC119	9094	0.301631792220116
TNNT1	7138	4.20179144514701
CSNK2A2	1459	0.672100868041683
MAPK1	5594	0.287259017728058
BAD	572	0.43059365206668
CSNK1D	1453	0.300205974769518
BCL2L1	598	0.414097248129977
CSNK2A1	1457	0.30174751793974
SQSTM1	8878	0.272031920755161
PLCB3	5331	0.617908387355987
TNFAIP3	7128	0.434125323169146
NR2C2	7182	0.630604928933629
NFKB2	4791	0.566445461353235
NFKBIB	4793	0.698262465694462
NFKB1	4790	0.221193673791229
HIST3H3	8290	0.0964713049565529
PRKDC	5591	0.47237344413808
NCOR2	9612	0.116932765178273
MAP3K7	6885	0.165133229951588
IKBKB	3551	0.183669348372167
NCOA3	8202	0.0626074305910578
IKBKG	8517	0.339866752867742
CDC37	11140	0.158583364894998
PDPK1	5170	0.0383725975069034
FAM107A	11170	3.84970599818626
KIAA0408	9729	5.53157675365074
ZBTB16	7704	4.44982329386641
FLNA	2316	0.715152260396298
CFLAR	8837	0.991651006304812
UBQLN4	56893	0.889281897313525
