Number of MFVS nodes: 463
C1orf103	55791	0.326190214529102
MNAT1	4331	0.0230819686178219
KAT5	10524	-0.107886645756857
ID2	3398	0.0373429138489119
CBX5	23468	0.023047313299779
BRD7	29117	-0.162932058866467
PIAS4	51588	0.622046340073771
MLLT3	4300	-0.417175036709653
BMI1	648	0.339570191675424
SETDB1	9869	0.426604701578386
CHD3	1107	0.111043045427033
CBX1	10951	0.52761123975727
HMGB1	3146	-0.0587377355797294
MDFI	4188	-0.456432965966846
GTF2E2	2961	0.0562740315357129
E2F1	1869	2.45502846891165
DYNLL1	8655	0.526820762922155
TK1	7083	3.03570896815359
SMN1	6606	0.358574469916671
PARD3	56288	-0.647130570311347
NFKBIA	4792	-0.311406660158399
EEF1A1	1915	-0.714154520422543
ZHX1	11244	-0.593640934715262
VIM	7431	-1.40272396504296
PCNA	5111	1.2253533939433
STAT2	6773	0.0394084109217179
ZFP36	7538	-2.26683469311516
MED14	9282	0.325988282401973
TP53	7157	0.0206571697034352
KRT15	3866	-2.52923169963288
MAPK8	5599	-0.299900764826978
CTBP1	1487	0.292909441484849
SMAD1	4086	-0.141997075437823
YWHAB	7529	0.31492261857082
ESR1	2099	0.368777890958054
FYN	2534	-1.03650222474379
CBL	867	-0.63237158483639
CDC2	983	0.0
CASP8	841	0.0681024259069574
SHC1	6464	0.222333175031217
CRK	1398	-0.642455213313085
WASF1	8936	-0.727404927013684
NEDD9	4739	-1.6199465368344
ATXN1	6310	-0.14618201312452
PTK2	5747	0.342747974091566
KHDRBS1	10657	0.159291289574117
CBLB	868	-0.277087774988193
PRKCZ	5590	1.24253956082482
UNC119	9094	0.301631792220116
PLCG1	5335	-0.155885018024144
GRB2	2885	0.581232443386343
ACTN1	87	-0.440494642693762
SRC	6714	0.780925869217365
PRKD1	5587	-1.86330917591155
CDK2	1017	0.582463282852935
MAPK1	5594	-0.287259017728058
DAXX	1616	0.565106387384676
MAPK8IP1	9479	-0.169653285423541
UBB	7314	0.221233541537458
CSNK2A1	1457	0.30174751793974
GSK3B	2932	0.188836572656832
GFI1B	8328	0.204797350748417
APP	351	-0.478168162277639
TNFAIP3	7128	-0.434125323169146
NR2C2	7182	-0.630604928933629
