C1orf103	55791	0.326190214529102
MNAT1	4331	0.0230819686178219
MAST2	23139	0.579470632796621
DYNLL1	8655	0.526820762922155
RAB22A	57403	0.22099851325663
APPL2	55198	0.575475150671346
TRAP1	10131	0.493858947224775
EXT2	2132	0.170331410853679
STAT2	6773	0.0394084109217179
COPS4	51138	0.204800491260453
BMPR2	659	0.56054145426058
TUBB	203068	0.679540998605667
FYN	2534	1.03650222474379
SNCA	6622	2.12771021546774
PARD6B	84612	1.67260921620181
PARD6A	50855	0.635669707524698
CHUK	1147	0.0641905846595012
PRKCI	5584	0.180700014364588
TRAF2	7186	1.19629456869232
FXR2	9513	0.00675326481284344
PNRC1	10957	1.00578630658914
RARB	5915	1.39844163778149
HOXD4	3233	1.59216498819448
PBX1	5087	0.427443703514523
GUCA1B	2979	0.448464610991359
GUCY2D	3000	0.107734174809982
FGF4	2249	0.0355170521905909
FGFR1	2260	1.27607267018218
GADD45G	10912	1.2291533900262
CRIP2	1397	0.617598005572631
KDR	3791	1.24590188145588
RASA1	5921	0.309749738766701
LDLRAP1	26119	0.118874466234461
AP2B1	163	0.225488267853919
PRKCB	5579	0.460116363396605
IKBKB	3551	0.183669348372167
MDM2	4193	0.153103070606157
ESR1	2099	0.368777890958054
KIT	3815	3.59785293984446
GRB10	2887	0.451891425733034
MAPK1	5594	0.287259017728058
EIF4EBP1	1978	0.902939379453576
TRAF1	7185	0.192299256943993
HIVEP3	59269	0.304694840388485
CA12	771	0.990226780186793
ATP5C1	509	0.381599590450147
NFASC	23114	1.68144223563819
SDCBP2	27111	0.000756187497424676
NUDT21	11051	0.311793357138878
SHFM1	7979	0.680584885782325
UBE2I	7329	0.587223680875619
PIAS2	9063	0.0643478680412688
KCTD13	253980	0.9985325005972
PCNA	5111	1.2253533939433
BMX	660	3.58814114023629
ITK	3702	0.0903206094929541
USP33	23032	0.497081232620502
TCEB1	6921	0.862688663584786
LCK	3932	0.308311408362991
TRPV4	59341	0.408865828808765
PTPRS	5802	0.961949161712736
SUMO2	6613	0.362781617545537
SIN3A	25942	0.0783437538002509
MNT	4335	0.0237253438257152
EIF6	3692	0.744630240243428
PLK1	5347	3.48479481067842
ATP5A1	498	0.192364804727028
