Number of MFVS nodes: 463
C1orf103	55791	0.441339024665901
MNAT1	4331	0.507147649882183
KAT5	10524	0.265325446767564
ID2	3398	0.261704491967132
TSC22D1	8848	0.89112151841824
CBX5	23468	3.65556412275278
BRD7	29117	0.782944974872667
MYST2	11143	1.55748101986382
PIAS4	51588	1.2575535495481
MLLT3	4300	0.301631901888846
CDKN1A	1026	0.180238157073117
BMI1	648	1.93244637492848
SETDB1	9869	2.90561184276852
HAP1	9001	2.41115538278197
CHD3	1107	0.517643405735225
CBX1	10951	0.615777268458442
HMGB1	3146	0.489706198830575
POU2F1	5451	0.0458856678669974
RB1	5925	0.967370127452003
POU2F2	5452	1.46154925423719
GTF2E2	2961	0.228961309953865
E2F1	1869	1.42369890001106
POU5F1	5460	0.389940583293527
DYNLL1	8655	0.907847771759529
TK1	7083	3.3973207299593
SMN1	6606	0.72101890794154
PARD3	56288	0.683774310248248
EEF1A1	1915	2.50961987243425
PAX6	5080	0.316300369224988
ZHX1	11244	0.329520261548252
VIM	7431	1.13371732355588
STAT2	6773	0.0591241715064861
HDAC1	3065	1.68144223563819
ZFP36	7538	1.06743971188121
CREBBP	1387	1.20494997008344
SMARCA4	6597	1.88096146478984
MED14	9282	0.306714134309454
TP53	7157	0.401089042868932
CCDC85B	11007	0.035383475692214
BMP6	654	2.09036344061511
GDF9	2661	1.17395239336567
MAPK8	5599	0.130631672913778
CTBP1	1487	1.13741671699343
YWHAB	7529	0.435954285652999
ESR1	2099	0.0836751099477553
YWHAG	7532	0.187648017670835
FYN	2534	0.632999022675117
CBL	867	1.18419474532478
CDC2	983	0.962485869575288
CASP8	841	0.0345379400325729
SHC1	6464	0.346850226006627
CRK	1398	0.456823384258687
GNB2L1	10399	0.196696426277303
PIK3R1	5295	0.115518722449675
TYK2	7297	1.59631517136924
CAV1	857	0.073414959174765
WASF1	8936	0.181926894812624
NEDD9	4739	1.88648052352954
ATXN1	6310	0.243395964491391
PIK3R2	5296	2.03655837455197
PTK2	5747	0.091850424884754
KHDRBS1	10657	2.38768939820677
CBLB	868	0.0223460680239338
PRKCZ	5590	2.12747730498237
CASP3	836	4.00028926590464
UNC119	9094	0.460408321704687
PLCG1	5335	2.96358723268784
RASA1	5921	1.20745997887007
TNNT1	7138	0.324022958995711
MAPK8IP1	9479	1.3394461949548
MAPK1	5594	0.155226024206328
UBB	7314	0.146304977172104
CSNK2A1	1457	1.82037661735746
PLCB3	5331	0.331761829406301
TGFBR1	7046	0.613065110519128
TNFAIP3	7128	0.255774176074373
NR2C2	7182	0.826413399701019
NFKB2	4791	0.0215730892290633
HSP90AB1	3326	0.30584020559284
NFKBIB	4793	0.267598229832178
NFKB1	4790	0.199946312511726
HIST3H3	8290	0.288939531754247
TRAF3IP2	10758	0.250674814166234
PRKDC	5591	0.117408203383734
NCOR2	9612	0.214326836839636
MAP3K7	6885	0.931686810874528
NCOA3	8202	0.703824964307649
PEBP1	5037	0.563900387949505
RELA	5970	0.450331309843563
CDC37	11140	0.182013227083833
PDPK1	5170	1.21627146664164
ZBTB16	7704	0.298692827417835
MKNK2	2872	0.237186905258904
AFF4	27125	0.140968205582748
FLNA	2316	0.154694864674198
RFX3	5991	0.584460343838346
KIAA1267	284058	0.357132472861769
USP7	7874	0.598540305988363
TRADD	8717	0.0125417606740813
IRF4	3662	0.516411277637785
TRIM37	4591	0.560429944616136
TRAF1	7185	0.0
SIAH2	6478	0.736229286515439
PIN1	5300	0.0956165178613695
ZBTB43	23099	1.66109846172326
127557	127557	0.495324493709735
TSC22D4	81628	0.363103125470339
LDOC1	23641	0.236071027571619
RBPMS	11030	0.20708054132807
COIL	8161	0.885825802882263
RARB	5915	1.00391877274353
AR	367	0.0692727996401334
RORA	6095	0.135901986180535
PSMC5	5705	0.690145016135034
NCOA1	8648	0.172664459241325
PBX1	5087	0.75723213414064
PKNOX1	5316	0.366753564436838
PBX2	5089	1.14938579417371
HOXA5	3202	3.62951367947808
GRB2	2885	2.75791285701414
